CL_RN,COMERCIO_CON_MAS_CONSUMO,LIM_CREDITO,ANIO_COSECHA,COD_MORA,PAGO_CONTADO,METAL_TJT,COD_RANGO_EDAD
398,LIBROS-PERIÓDICOS,80000.0,2022,0,N,2,9.0
398,LIBROS-PERIÓDICOS,240000.0,2006,0,N,2,9.0
399,RESTAURANTES,62400.0,2003,0,N,3,11.0
400,RESTAURANTES,40000.0,2012,0,S,3,9.0
401,SERVICIOS DE LIMPIEZA,72800.0,2001,0,N,3,9.0
402,AUTOMOTRIZ,117520.0,2001,0,N,3,10.0
403,SUPERMERCADOS,60840.0,1998,0,N,5,12.0
404,RESTAURANTES,9000.0,2014,0,N,6,9.0
405,CONSTRUCCIÓN,152880.0,2007,0,N,3,11.0
405,CONSTRUCCIÓN,192880.0,2007,0,N,3,11.0
406,AEROLÍNEAS,72800.0,1998,0,S,2,12.0
406,AEROLÍNEAS,109200.0,1998,0,S,2,12.0
407,ENTRETENIMIENTO - PARQUES,80000.0,2018,0,N,2,9.0
407,ENTRETENIMIENTO - PARQUES,237600.0,2000,0,N,3,9.0
408,TRANSPORTE,98800.0,1998,0,N,4,12.0
409,SUPERMERCADOS,50624.0,1998,0,N,3,11.0
410,RESTAURANTES,28000.0,2021,0,N,4,10.0
411,GASOLINERAS,69928.0,2020,0,N,3,12.0
412,AUTOMOTRIZ,117000.0,1998,0,N,2,11.0
413,LIBROS-PERIÓDICOS,254800.0,1999,0,N,3,12.0
414,TIENDAS/ALMACENES DEPARTAMENTALES,80000.0,2019,0,S,2,12.0
415,GOBIERNO,196000.0,2014,0,N,3,8.0
416,ROPA/ACCESORIOS,5000.0,2019,0,N,5,9.0
417,AEROLÍNEAS,277560.0,1999,0,N,4,8.0
418,TELECOMUNICACIONES,175200.0,2018,0,N,2,9.0
419,LIBROS-PERIÓDICOS,139360.0,1999,0,N,3,9.0
420,GASTOS DE VIAJE,101400.0,2014,0,N,4,9.0
420,GASTOS DE VIAJE,195960.0,1999,0,N,2,9.0
421,SUPERMERCADOS,100376.0,2016,0,N,1,12.0
422,ENTRETENIMIENTO - PARQUES,117600.0,1999,0,N,3,11.0
423,MERCANCÍA GENERAL,72000.0,2001,0,N,4,9.0
423,MERCANCÍA GENERAL,104000.0,2015,0,N,1,9.0
424,ENTRETENIMIENTO - PARQUES,35440.0,1999,0,N,4,12.0
425,RESTAURANTES,8000.0,2022,0,S,5,9.0
426,TRANSPORTE,120000.0,1999,0,N,2,9.0
427,ALOJAMIENTO,174000.0,2003,0,N,3,11.0
428,CONSTRUCCIÓN,80000.0,2019,0,N,2,9.0
428,CONSTRUCCIÓN,104000.0,2015,0,N,3,9.0
429,SUPERMERCADOS,161200.0,2011,0,N,3,9.0
430,ENTRETENIMIENTO - DEPORTES,32800.0,1999,0,N,6,9.0
431,EDUCACIÓN,32000.0,2017,0,N,1,9.0
431,EDUCACIÓN,175160.0,2005,0,N,5,9.0
432,OTROS BIENES Y SERVICIOS,12000.0,2017,0,N,6,8.0
432,OTROS BIENES Y SERVICIOS,55200.0,1999,0,N,4,8.0
433,RESTAURANTES,59640.0,2016,0,N,2,8.0
434,SUPERMERCADOS,56000.0,2000,0,N,4,12.0
435,ORGANISMOS,68520.0,2017,0,N,1,11.0
436,RESTAURANTES,50264.0,2021,0,N,1,9.0
437,MEDICINA,44800.0,1999,0,N,5,9.0
438,MEDICINA,51792.0,2001,0,S,3,12.0
439,EDUCACIÓN,80000.0,2020,0,N,2,9.0
440,RESTAURANTES,37440.0,2018,0,N,6,9.0
441,ALOJAMIENTO,84000.0,2017,0,N,3,10.0
441,ALOJAMIENTO,165960.0,2017,0,N,2,10.0
442,ELECTRÓNICA,54400.0,2015,0,N,1,10.0
442,ELECTRÓNICA,236800.0,2008,0,N,2,10.0
443,CONSTRUCCIÓN,80000.0,2019,0,N,2,7.0
444,TIENDAS/ALMACENES DEPARTAMENTALES,262800.0,1996,0,S,3,9.0
445,RESTAURANTES,70400.0,1996,0,N,5,12.0
446,RESTAURANTES,144000.0,1998,0,N,3,10.0
447,ARTÍCULOS Y SERVICIOS PERSONALES,104000.0,2019,0,N,2,12.0
448,RESTAURANTES,157304.0,2020,0,N,3,12.0
449,ENTRETENIMIENTO - PARQUES,52000.0,1996,0,N,6,12.0
450,GASOLINERAS,72000.0,2018,1,N,2,9.0
451,ENTRETENIMIENTO - DEPORTES,52520.0,1996,0,N,5,12.0
452,ARTÍCULOS DE ESPECIALIDAD,16720.0,2014,0,N,4,9.0
453,PASATIEMPOS,103600.0,1997,0,N,3,12.0
454,RESTAURANTES,30000.0,2022,0,N,1,10.0
455,TELECOMUNICACIONES,131800.0,1999,0,N,4,12.0
456,RESTAURANTES,42200.0,1997,0,N,4,12.0
457,RECURRENTES,248000.0,1997,0,N,4,9.0
458,RESTAURANTES,175200.0,1997,0,S,3,12.0
459,SERVICIOS FINANCIEROS,177600.0,2002,0,N,3,11.0
460,MEDICINA,120000.0,2019,0,N,2,12.0
461,RESTAURANTES,156000.0,2000,0,N,3,11.0
462,RESTAURANTES,68240.0,2021,0,N,2,12.0
463,CONSTRUCCIÓN,133600.0,2003,0,S,2,12.0
464,MEDICINA,114400.0,2008,0,N,3,12.0
465,ROPA/ACCESORIOS,230200.0,1997,0,N,3,12.0
466,EDUCACIÓN,36400.0,2014,0,S,4,10.0
467,PLANTAS,104000.0,2019,0,N,2,12.0
468,GASTOS DE VIAJE,111800.0,1997,0,N,4,9.0
469,CONSTRUCCIÓN,132120.0,1997,0,N,3,9.0
470,LIBROS-PERIÓDICOS,300000.0,2019,0,S,2,11.0
471,TELECOMUNICACIONES,80000.0,2019,0,S,2,11.0
471,TELECOMUNICACIONES,202280.0,2008,0,N,3,11.0
472,SUPERMERCADOS,80000.0,2018,0,N,4,11.0
472,SUPERMERCADOS,225600.0,1997,0,N,2,11.0
473,GASOLINERAS,104000.0,1997,0,N,4,12.0
474,MATERIALES/EQUIPOS DE OFICINA,114400.0,1997,0,S,4,10.0
475,SUPERMERCADOS,8400.0,2016,0,N,5,7.0
476,RESTAURANTES,68800.0,1997,0,N,2,12.0
477,OTROS BIENES Y SERVICIOS,224000.0,2002,0,N,3,9.0
478,ORGANISMOS,252400.0,1997,0,N,3,9.0
479,RESTAURANTES,47200.0,1997,0,N,4,12.0
480,RESTAURANTES,149760.0,2001,0,S,2,12.0
481,SUPERMERCADOS,122800.0,1998,0,N,2,12.0
483,PASATIEMPOS,120000.0,1999,0,N,3,9.0
484,TRANSPORTE,80800.0,1998,0,S,4,12.0
485,MASCOTAS/ANIMALES DOMÉSTICOS,80000.0,2019,0,N,2,12.0
485,MASCOTAS/ANIMALES DOMÉSTICOS,100800.0,2011,0,N,3,12.0
486,SUPERMERCADOS,145600.0,2001,0,S,3,12.0
487,ALOJAMIENTO,198400.0,1998,0,N,3,9.0
488,COMIDA/ABARROTES,155960.0,2018,0,N,2,12.0
489,ALOJAMIENTO,170400.0,2009,0,N,3,12.0
490,RESTAURANTES,125320.0,2003,0,N,4,11.0
491,RECURRENTES,120000.0,1998,0,S,2,9.0
491,RECURRENTES,180000.0,2014,0,S,4,9.0
492,RESTAURANTES,37800.0,2012,0,N,5,10.0
492,RESTAURANTES,120600.0,1999,0,N,3,10.0
493,SUPERMERCADOS,66000.0,2019,0,S,3,12.0
494,CONSTRUCCIÓN,88800.0,2008,0,N,3,12.0
495,ALQUILER DE AUTOS,300000.0,1998,0,N,3,12.0
496,SUPERMERCADOS,400000.0,1998,0,N,2,12.0
497,COMIDA/ABARROTES,64000.0,2017,0,N,2,11.0
498,RESTAURANTES,120000.0,2019,0,N,2,11.0
499,GASOLINERAS,40000.0,2022,0,N,2,12.0
500,ARTÍCULOS Y SERVICIOS PERSONALES,132800.0,1998,0,S,3,12.0
501,CONSTRUCCIÓN,144000.0,1998,0,N,3,11.0
502,GASOLINERAS,174080.0,2008,0,S,3,12.0
503,SERVICIOS FINANCIEROS,107640.0,2007,0,N,3,12.0
504,RESTAURANTES,305600.0,2017,0,N,3,12.0
505,RESTAURANTES,137600.0,2019,0,N,2,10.0
506,RESTAURANTES,20280.0,2020,0,N,2,12.0
507,TELECOMUNICACIONES,195000.0,2006,0,N,3,11.0
508,MASCOTAS/ANIMALES DOMÉSTICOS,37752.0,2018,0,N,1,12.0
509,RESTAURANTES,94640.0,2000,0,N,3,12.0
509,RESTAURANTES,123000.0,2000,0,N,3,12.0
510,ARTÍCULOS Y SERVICIOS PERSONALES,141960.0,1998,0,N,4,11.0
511,RESTAURANTES,80000.0,2018,0,S,2,9.0
512,RESTAURANTES,56000.0,2000,0,N,3,10.0
513,LIBROS-PERIÓDICOS,125840.0,2003,0,N,4,11.0
514,TIENDAS/ALMACENES DEPARTAMENTALES,159120.0,2000,0,S,3,12.0
515,RECURRENTES,71200.0,1998,0,N,4,12.0
516,TRANSPORTE,140000.0,1998,0,N,3,12.0
517,GASOLINERAS,50000.0,2021,0,N,1,12.0
518,SUPERMERCADOS,284400.0,1998,0,N,3,8.0
519,SUPERMERCADOS,167920.0,1998,0,N,2,9.0
520,ORGANISMOS,206800.0,1998,1,N,2,12.0
521,ELECTRÓNICA,54504.0,2001,0,N,3,9.0
522,SERVICIOS FINANCIEROS,161600.0,2018,0,S,2,12.0
522,SERVICIOS FINANCIEROS,172000.0,2001,0,S,3,12.0
523,TELECOMUNICACIONES,68800.0,2006,0,N,3,12.0
524,RESTAURANTES,84000.0,1999,0,N,3,9.0
525,SUPERMERCADOS,104000.0,2018,0,N,6,9.0
525,SUPERMERCADOS,348920.0,1999,0,N,2,9.0
526,EDUCACIÓN,224400.0,2000,0,S,3,11.0
527,MEDICINA,191560.0,1999,0,N,3,10.0
528,SERVICIOS FINANCIEROS,218200.0,2011,0,N,3,12.0
529,TELECOMUNICACIONES,379600.0,2000,0,N,2,10.0
530,MASCOTAS/ANIMALES DOMÉSTICOS,94840.0,2006,0,N,5,10.0
530,MASCOTAS/ANIMALES DOMÉSTICOS,110400.0,1999,0,N,4,10.0
531,MEDICINA,60000.0,2011,0,S,1,12.0
531,MEDICINA,279760.0,1999,0,N,3,12.0
532,SUPERMERCADOS,104000.0,2019,0,N,2,11.0
533,RESTAURANTES,161600.0,2011,0,N,2,11.0
534,RESTAURANTES,131040.0,1999,0,N,3,7.0
535,ALTO RIESGO,263200.0,2004,0,S,3,11.0
536,ALOJAMIENTO,111280.0,1999,0,N,4,11.0
537,TELECOMUNICACIONES,100000.0,2012,0,N,3,10.0
538,RESTAURANTES,77224.0,1999,0,S,3,9.0
539,RESTAURANTES,120000.0,2018,1,N,1,9.0
539,RESTAURANTES,145920.0,1999,1,N,3,9.0
540,ALOJAMIENTO,27040.0,1999,0,N,4,10.0
541,RESTAURANTES,80000.0,2022,0,S,2,11.0
542,EDUCACIÓN,5200.0,2021,0,N,6,10.0
543,SUPERMERCADOS,156120.0,2004,0,N,4,11.0
544,ALOJAMIENTO,240000.0,1999,0,N,3,8.0
545,RECURRENTES,80000.0,2019,0,N,2,11.0
546,TELECOMUNICACIONES,228600.0,1999,0,S,3,9.0
547,RESTAURANTES,144000.0,2002,0,N,4,8.0
548,SUPERMERCADOS,71280.0,1999,0,S,3,8.0
549,SERVICIOS FINANCIEROS,56000.0,1999,0,S,5,12.0
550,MERCANCÍA GENERAL,135200.0,2019,0,N,2,11.0
551,RESTAURANTES,20800.0,2003,0,N,5,12.0
552,ENTRETENIMIENTO - PARQUES,80000.0,2019,0,N,2,11.0
552,ENTRETENIMIENTO - PARQUES,127120.0,1999,0,S,4,11.0
553,MASCOTAS/ANIMALES DOMÉSTICOS,203400.0,1999,0,N,3,10.0
554,AUTOMOTRIZ,180000.0,1999,0,S,3,8.0
555,GASOLINERAS,71960.0,2015,0,N,1,8.0
556,SUPERMERCADOS,233600.0,1999,0,S,3,12.0
557,ENTRETENIMIENTO - PARQUES,110960.0,2001,0,N,4,8.0
558,EDUCACIÓN,192000.0,2003,0,S,3,12.0
559,ELECTRÓNICA,104000.0,2020,0,S,1,9.0
560,SUPERMERCADOS,242800.0,1999,0,N,3,9.0
561,RESTAURANTES,144000.0,1999,0,N,4,9.0
562,SUPERMERCADOS,86000.0,1999,0,N,5,10.0
563,MASCOTAS/ANIMALES DOMÉSTICOS,230000.0,2011,0,N,3,12.0
564,SERVICIOS FINANCIEROS,120000.0,2019,0,S,2,8.0
565,CONSTRUCCIÓN,20000.0,2011,0,N,5,11.0
565,CONSTRUCCIÓN,92000.0,2003,0,N,3,11.0
566,ORGANISMOS,220800.0,2000,0,N,3,9.0
567,GASOLINERAS,80000.0,2019,0,N,2,8.0
568,RESTAURANTES,18688.0,2021,0,S,4,8.0
569,CONSTRUCCIÓN,14000.0,2022,0,N,4,11.0
570,ARTÍCULOS DE ESPECIALIDAD,134680.0,2002,0,N,3,12.0
571,TIENDAS/ALMACENES DEPARTAMENTALES,93600.0,2000,0,N,4,8.0
572,EQUIPOS,80000.0,2021,0,S,2,9.0
572,EQUIPOS,274400.0,2010,0,N,3,9.0
573,SUPERMERCADOS,12240.0,2019,0,N,5,10.0
574,MASCOTAS/ANIMALES DOMÉSTICOS,168000.0,2016,0,N,3,12.0
575,MASCOTAS/ANIMALES DOMÉSTICOS,83840.0,2004,0,N,4,12.0
576,SUPERMERCADOS,80000.0,2022,0,N,2,12.0
576,SUPERMERCADOS,220000.0,2009,0,N,3,12.0
577,AUTOMOTRIZ,8000.0,2017,0,S,6,10.0
577,AUTOMOTRIZ,28000.0,2016,0,S,4,10.0
578,ARTÍCULOS DE ESPECIALIDAD,356400.0,2000,0,N,3,9.0
579,SUPERMERCADOS,195600.0,2000,0,N,3,12.0
580,OTROS BIENES Y SERVICIOS,289120.0,2011,0,N,3,8.0
581,MEDICINA,151200.0,2000,0,N,3,12.0
582,MEDICINA,120000.0,2021,0,N,3,10.0
583,RESTAURANTES,34920.0,2006,0,N,6,10.0
584,SERVICIOS FINANCIEROS,72000.0,2015,0,N,1,10.0
584,SERVICIOS FINANCIEROS,200200.0,2004,0,N,2,10.0
585,AUTOMOTRIZ,61720.0,2019,0,S,3,11.0
585,AUTOMOTRIZ,67888.0,2021,0,S,2,11.0
587,SUPERMERCADOS,80000.0,2000,0,N,2,12.0
588,TELECOMUNICACIONES,80000.0,2021,0,N,2,11.0
588,TELECOMUNICACIONES,104000.0,2021,0,N,2,11.0
589,ALOJAMIENTO,208000.0,2000,0,N,3,10.0
590,LIBROS-PERIÓDICOS,22280.0,2004,0,N,6,9.0
590,LIBROS-PERIÓDICOS,38840.0,2000,0,N,3,9.0
591,SUPERMERCADOS,30000.0,2015,0,N,4,9.0
592,AUTOMOTRIZ,124800.0,2000,0,N,5,7.0
593,TELECOMUNICACIONES,61296.0,2021,0,S,1,10.0
594,GASOLINERAS,83200.0,2003,0,N,3,10.0
595,MASCOTAS/ANIMALES DOMÉSTICOS,12000.0,2017,0,S,6,8.0
596,SERVICIOS FINANCIEROS,104000.0,2016,0,N,2,11.0
596,SERVICIOS FINANCIEROS,225680.0,2000,0,N,3,11.0
597,RESTAURANTES,32000.0,2014,0,N,5,12.0
598,MEDICINA,80000.0,2000,0,N,2,7.0
599,COMIDA/ABARROTES,242000.0,2002,0,N,4,9.0
600,RECURRENTES,80000.0,2017,0,N,2,8.0
601,EDUCACIÓN,24000.0,2017,0,N,1,9.0
601,EDUCACIÓN,54000.0,2003,0,N,4,9.0
602,TIENDAS/ALMACENES DEPARTAMENTALES,192000.0,2019,0,N,2,11.0
603,RESTAURANTES,135200.0,2019,0,N,2,9.0
604,SUPERMERCADOS,212800.0,2000,0,N,3,12.0
605,SUPERMERCADOS,37760.0,2006,0,N,5,8.0
605,SUPERMERCADOS,111600.0,2000,0,N,4,8.0
606,SERVICIOS FINANCIEROS,122704.0,2000,0,N,5,12.0
607,CONSTRUCCIÓN,80000.0,2019,0,N,2,12.0
608,SUPERMERCADOS,72800.0,2005,0,N,4,10.0
609,TRANSPORTE,123760.0,2000,0,N,3,9.0
610,MERCANCÍA GENERAL,223200.0,2000,0,S,2,8.0
611,SUPERMERCADOS,83200.0,2003,0,N,5,12.0
612,SUPERMERCADOS,274400.0,2000,0,N,2,9.0
613,ARTE,179880.0,2000,0,N,3,8.0
614,OTROS BIENES Y SERVICIOS,80000.0,2019,0,N,2,12.0
615,ROPA/ACCESORIOS,113600.0,2003,0,N,3,6.0
616,RESTAURANTES,22400.0,2011,0,N,6,10.0
617,SUPERMERCADOS,160000.0,2003,0,N,3,11.0
617,SUPERMERCADOS,160000.0,2015,0,N,2,11.0
618,GOBIERNO,23200.0,2015,0,S,4,11.0
618,GOBIERNO,147600.0,2000,0,N,3,11.0
619,ORGANISMOS,31200.0,2003,0,S,5,9.0
620,AUTOMOTRIZ,46000.0,2004,0,N,6,8.0
621,EDUCACIÓN,44400.0,2000,0,S,5,9.0
622,PASATIEMPOS,195600.0,2000,0,N,3,12.0
623,GASOLINERAS,111200.0,2006,0,N,3,12.0
624,RESTAURANTES,82160.0,2019,0,S,1,9.0
625,SUPERMERCADOS,42568.0,2019,0,N,4,9.0
626,TELECOMUNICACIONES,64000.0,2006,0,S,5,12.0
627,MERCANCÍA GENERAL,80000.0,2021,0,N,3,10.0
628,SERVICIOS FINANCIEROS,84480.0,2000,0,S,3,8.0
629,RESTAURANTES,91800.0,2016,0,N,3,8.0
630,SUPERMERCADOS,64480.0,2000,0,N,4,11.0
631,MASCOTAS/ANIMALES DOMÉSTICOS,6800.0,2012,0,N,6,11.0
631,MASCOTAS/ANIMALES DOMÉSTICOS,12000.0,2015,0,N,4,11.0
632,TRANSPORTE,148000.0,2016,0,N,3,8.0
633,GOBIERNO,4000.0,2015,0,N,1,9.0
633,GOBIERNO,92800.0,2002,0,N,4,9.0
634,RESTAURANTES,72800.0,2000,0,N,3,12.0
634,RESTAURANTES,94640.0,2000,0,N,3,12.0
635,RESTAURANTES,220000.0,2011,0,N,3,9.0
636,SUPERMERCADOS,72800.0,2000,0,N,4,11.0
637,ENTRETENIMIENTO - PARQUES,144000.0,2003,0,N,3,10.0
638,SERVICIOS FINANCIEROS,202000.0,2016,0,N,3,9.0
639,TRANSPORTE,32000.0,2022,0,N,4,9.0
640,LIBROS-PERIÓDICOS,77168.0,2000,0,S,4,10.0
641,ENTRETENIMIENTO - PARQUES,80000.0,2022,0,N,2,8.0
642,ORGANISMOS,95200.0,2000,0,S,3,12.0
643,EDUCACIÓN,262400.0,2000,1,N,3,8.0
644,GASOLINERAS,179200.0,2000,0,N,3,9.0
645,TELECOMUNICACIONES,80000.0,2021,0,S,3,8.0
646,SUPERMERCADOS,300000.0,2019,0,S,1,12.0
647,TELECOMUNICACIONES,58120.0,2000,0,N,5,8.0
647,TELECOMUNICACIONES,63928.0,2022,0,N,1,8.0
648,GASOLINERAS,40000.0,2018,0,N,1,12.0
649,SUPERMERCADOS,28304.0,2022,0,N,1,10.0
650,TELECOMUNICACIONES,23400.0,2015,0,N,1,7.0
651,SERVICIOS FINANCIEROS,121600.0,2000,0,N,2,7.0
652,RESTAURANTES,104000.0,2020,0,S,2,8.0
653,EDUCACIÓN,234000.0,2006,0,N,3,9.0
654,OTROS BIENES Y SERVICIOS,41600.0,2015,0,S,1,12.0
654,OTROS BIENES Y SERVICIOS,357760.0,2001,0,S,2,12.0
655,SUPERMERCADOS,96000.0,2001,0,N,4,7.0
656,RESTAURANTES,120000.0,2017,0,S,3,9.0
657,RESTAURANTES,62400.0,2015,0,N,1,10.0
657,RESTAURANTES,178000.0,2011,0,N,4,10.0
658,ALOJAMIENTO,20000.0,2017,0,S,4,8.0
659,MEDICINA,24000.0,2017,0,N,4,9.0
660,RESTAURANTES,35360.0,2010,0,N,6,11.0
661,RESTAURANTES,125600.0,2001,0,N,3,8.0
662,RESTAURANTES,4800.0,2011,0,N,6,7.0
663,ENTRETENIMIENTO - PARQUES,48000.0,2014,0,N,4,12.0
664,GASOLINERAS,96280.0,2019,0,N,3,11.0
665,AUTOMOTRIZ,18720.0,2005,0,N,5,12.0
665,AUTOMOTRIZ,220200.0,2001,0,N,3,12.0
666,RESTAURANTES,236000.0,2011,0,N,3,12.0
667,RECURRENTES,29600.0,2007,0,N,6,9.0
668,ENTRETENIMIENTO - PARQUES,16000.0,2020,0,N,2,9.0
669,ENTRETENIMIENTO - PARQUES,31536.0,2019,0,N,2,7.0
670,SUPERMERCADOS,164800.0,2001,0,N,2,7.0
671,SUPERMERCADOS,44000.0,2018,0,N,2,12.0
672,MEDICINA,35104.0,2015,0,N,3,9.0
673,JOYERÍAS,80640.0,2006,0,N,4,7.0
674,TRANSPORTE,96000.0,2017,0,S,3,9.0
675,OTROS BIENES Y SERVICIOS,102400.0,2001,0,N,3,6.0
676,RESTAURANTES,12000.0,2021,0,S,4,9.0
677,ALOJAMIENTO,10000.0,2015,0,N,4,11.0
678,TELECOMUNICACIONES,80000.0,2022,0,N,2,8.0
679,ENTRETENIMIENTO,20000.0,2019,0,N,4,11.0
680,SUPERMERCADOS,208000.0,2002,0,N,3,11.0
681,REGALOS,8000.0,2017,0,N,5,8.0
682,RESTAURANTES,10400.0,2005,0,N,6,12.0
683,CONSTRUCCIÓN,44800.0,2002,0,N,5,9.0
684,EDUCACIÓN,80000.0,2018,0,S,2,8.0
685,ARTÍCULOS Y SERVICIOS PERSONALES,277600.0,2001,0,N,2,8.0
686,AUTOMOTRIZ,144000.0,2007,0,N,3,12.0
687,TELECOMUNICACIONES,229200.0,2010,0,N,3,12.0
688,RESTAURANTES,80000.0,2021,0,N,2,12.0
689,VENTAS EN AMBIENTES DE TARJETA AUSENTE,24304.0,2017,0,N,5,6.0
689,VENTAS EN AMBIENTES DE TARJETA AUSENTE,35600.0,2019,0,N,4,6.0
690,RESTAURANTES,50400.0,2002,0,N,6,12.0
691,SUPERMERCADOS,83480.0,2004,0,N,5,7.0
692,ELECTRÓNICA,65000.0,2019,0,S,1,6.0
693,MATERIALES/EQUIPOS DE OFICINA,8272.0,2021,0,N,5,11.0
694,TELECOMUNICACIONES,135200.0,2019,0,S,2,9.0
695,REGALOS,90000.0,2007,0,N,5,10.0
695,REGALOS,96720.0,2002,0,N,4,10.0
696,MEDICINA,22104.0,2012,0,N,4,10.0
696,MEDICINA,23360.0,2017,0,S,5,10.0
697,SUPERMERCADOS,82400.0,2002,0,N,2,9.0
697,SUPERMERCADOS,171600.0,2012,0,N,3,9.0
698,RESTAURANTES,30000.0,2021,0,S,3,11.0
699,ALOJAMIENTO,211600.0,2002,1,N,3,8.0
700,RESTAURANTES,143880.0,2004,0,S,6,10.0
701,RESTAURANTES,120000.0,2019,0,N,2,8.0
702,GASOLINERAS,80000.0,2019,0,N,2,11.0
703,RESTAURANTES,196000.0,2016,0,N,3,11.0
704,ORGANISMOS,34768.0,2004,0,N,4,12.0
705,AEROLÍNEAS,104000.0,2020,0,N,2,12.0
706,VENTAS EN AMBIENTES DE TARJETA AUSENTE,196000.0,2019,0,S,2,8.0
707,TELECOMUNICACIONES,80000.0,2021,0,N,2,9.0
707,TELECOMUNICACIONES,136000.0,2002,0,N,3,9.0
708,RESTAURANTES,94640.0,2002,0,N,3,11.0
709,ORGANISMOS,130240.0,2003,0,N,1,8.0
710,SUPERMERCADOS,28000.0,2018,0,S,1,10.0
711,RECURRENTES,34320.0,2002,0,N,4,8.0
712,MEDICINA,82800.0,2002,0,N,4,8.0
713,ARTÍCULOS Y SERVICIOS PERSONALES,32160.0,2012,0,N,6,8.0
714,OTROS BIENES Y SERVICIOS,109200.0,2002,0,N,5,8.0
715,AUTOMOTRIZ,71200.0,2002,0,S,4,9.0
716,JOYERÍAS,84000.0,2002,0,N,4,10.0
717,RESTAURANTES,50800.0,2002,0,S,5,12.0
718,AUTOMOTRIZ,80000.0,2019,0,N,2,8.0
719,ARTÍCULOS Y SERVICIOS PERSONALES,60056.0,2021,0,N,2,10.0
720,ARTÍCULOS Y SERVICIOS PERSONALES,267680.0,2002,0,N,3,9.0
721,ALQUILER DE AUTOS,133120.0,2005,0,N,4,9.0
722,ENTRETENIMIENTO - PARQUES,216000.0,2002,0,N,3,12.0
723,ENTRETENIMIENTO - PARQUES,121248.0,2009,0,N,3,7.0
724,MAYORISTAS,80000.0,2019,0,N,2,10.0
724,MAYORISTAS,119960.0,2020,0,N,3,10.0
725,ENTRETENIMIENTO - PARQUES,64000.0,2014,0,S,1,8.0
726,SUPERMERCADOS,193000.0,2002,0,N,3,9.0
727,ENTRETENIMIENTO - PARQUES,147360.0,2003,0,N,4,8.0
728,RESTAURANTES,87040.0,2002,0,N,3,7.0
729,TELECOMUNICACIONES,40520.0,2014,0,N,4,8.0
730,RESTAURANTES,206800.0,2002,0,N,2,9.0
731,RESTAURANTES,24240.0,2012,0,N,6,10.0
732,TRANSPORTE,128000.0,2003,1,N,3,10.0
733,SUPERMERCADOS,60840.0,2012,0,N,6,12.0
733,SUPERMERCADOS,79600.0,2002,0,N,5,12.0
734,SUPERMERCADOS,65704.0,2016,0,N,4,11.0
734,SUPERMERCADOS,72272.0,2019,0,S,2,11.0
735,RESTAURANTES,75680.0,2002,0,N,4,11.0
736,RESTAURANTES,232000.0,2004,0,N,2,8.0
737,MASCOTAS/ANIMALES DOMÉSTICOS,144000.0,2003,0,N,4,8.0
738,SUPERMERCADOS,344000.0,2003,0,S,2,12.0
739,SUPERMERCADOS,88800.0,2002,0,N,5,11.0
740,AEROLÍNEAS,353560.0,2002,0,N,3,10.0
741,CONSTRUCCIÓN,94640.0,2002,0,N,4,11.0
742,EDUCACIÓN,40520.0,2020,0,N,5,8.0
743,ARTÍCULOS Y SERVICIOS PERSONALES,10432.0,2021,0,N,5,7.0
744,ARTÍCULOS DE ESPECIALIDAD,60056.0,2020,0,N,2,10.0
744,ARTÍCULOS DE ESPECIALIDAD,70960.0,2018,0,S,1,10.0
745,AUTOMOTRIZ,97544.0,2019,0,N,2,11.0
746,TRANSPORTE,80000.0,2019,0,N,2,6.0
747,TELECOMUNICACIONES,72000.0,2003,0,N,6,10.0
748,RESTAURANTES,104000.0,2019,0,S,2,8.0
749,RESTAURANTES,81600.0,2020,0,N,3,9.0
750,TELECOMUNICACIONES,103800.0,2003,0,N,3,8.0
751,ORGANISMOS,33400.0,2019,0,S,4,11.0
751,ORGANISMOS,98600.0,2003,0,N,2,11.0
752,TELECOMUNICACIONES,16800.0,2021,0,S,4,7.0
753,CONSTRUCCIÓN,198000.0,2005,0,N,3,7.0
754,SUPERMERCADOS,64160.0,2011,0,N,1,11.0
754,SUPERMERCADOS,96000.0,2017,0,N,3,11.0
755,CONSTRUCCIÓN,55800.0,2015,0,N,4,7.0
756,RESTAURANTES,107360.0,2003,0,N,4,8.0
757,ENTRETENIMIENTO - PARQUES,80000.0,2020,0,N,2,9.0
758,MEDICINA,30000.0,2014,0,N,3,11.0
759,ARTÍCULOS Y SERVICIOS PERSONALES,242000.0,2004,0,N,3,7.0
760,JOYERÍAS,143200.0,2012,0,N,3,11.0
761,ENTRETENIMIENTO - PARQUES,42360.0,2005,1,N,4,6.0
762,SUPERMERCADOS,144000.0,2003,0,N,4,11.0
763,SERVICIOS DE LIMPIEZA,32104.0,2011,0,S,5,10.0
764,SUPERMERCADOS,103960.0,2019,0,N,2,11.0
765,TELECOMUNICACIONES,30000.0,2015,0,S,3,9.0
766,SUPERMERCADOS,171600.0,2003,0,N,3,11.0
767,RESTAURANTES,80000.0,2021,0,N,2,8.0
768,SUPERMERCADOS,180000.0,2019,0,N,2,10.0
769,SUPERMERCADOS,254480.0,2010,0,N,2,12.0
770,GASTOS DE VIAJE,64000.0,2003,0,N,4,10.0
771,CONSTRUCCIÓN,173600.0,2011,0,N,5,12.0
772,SERVICIOS FINANCIEROS,44800.0,2003,0,S,4,12.0
773,PLANTAS,63200.0,2004,0,N,5,11.0
